"Area","CancerType","Year","Sex","Race","AgeAdjustedRate","CaseCount","Population"
"West Virginia","All Types of Cancer",2017,"Male","Black","488.2","180",40329
"Tennessee","All Types of Cancer",2017,"Male","Black","559.6","2625",563201
"Minnesota","All Types of Cancer",2017,"Male","Black","520.2","543",208605
"Oklahoma","All Types of Cancer",2017,"Male","Black","453.4","599",175786
"Florida","All Types of Cancer",2017,"Male","Black","407.4","6144",1773687
"Arkansas","All Types of Cancer",2017,"Male","Black","575.4","1188",232825
"Kansas","All Types of Cancer",2017,"Male","Black","477.3","375",106647
"North Carolina","All Types of Cancer",2017,"Male","Black","518.9","5375",1110625
"South Dakota","All Types of Cancer",2017,"Male","Black","Data Suppressed","16",13643
"Hawaii","All Types of Cancer",2017,"Male","Black","369","56",25485
"Pennsylvania","All Types of Cancer",2017,"Male","Black","506.4","3228",781689
"Kentucky","All Types of Cancer",2017,"Male","Black","505.4","803",199707
"Maine","All Types of Cancer",2017,"Male","Black","410","32",14014
"South Carolina","All Types of Cancer",2017,"Male","Black","481.6","3141",660342
"Alabama","All Types of Cancer",2017,"Male","Black","527.6","3125",621748
"Vermont","All Types of Cancer",2017,"Male","Black","Data Suppressed","Data Suppressed",6047
"Washington","All Types of Cancer",2017,"Male","Black","435.9","615",207894
"Ohio","All Types of Cancer",2017,"Male","Black","500.6","3373",776427
"North Dakota","All Types of Cancer",2017,"Male","Black","Data Suppressed","17",15668
"New Jersey","All Types of Cancer",2017,"Male","Black","498.1","2888",663368
"Delaware","All Types of Cancer",2017,"Male","Black","512.2","498",108168
"New Hampshire","All Types of Cancer",2017,"Male","Black","413.9","33",15018
"Nebraska","All Types of Cancer",2017,"Male","Black","608.7","213",57276
"New York","All Types of Cancer",2017,"Male","Black","501.5","7871",1700510
"Iowa","All Types of Cancer",2017,"Male","Black","562.9","215",75420
"Illinois","All Types of Cancer",2017,"Male","Black","535.4","4448",917099
"Wisconsin","All Types of Cancer",2017,"Male","Black","608.3","824",208909
"Indiana","All Types of Cancer",2017,"Male","Black","491.8","1244",339896
"Louisiana","All Types of Cancer",2017,"Male","Black","577.4","3879",740130
"Arizona","All Types of Cancer",2017,"Male","Black","358.3","510",205741
"Massachusetts","All Types of Cancer",2017,"Male","Black","444.4","1083",318706
"Michigan","All Types of Cancer",2017,"Male","Black","521.6","3313",711490
"Connecticut","All Types of Cancer",2017,"Male","Black","510.5","885",216812
"Idaho","All Types of Cancer",2017,"Female","Black","Data Suppressed","Data Suppressed",9517
"Wyoming","All Types of Cancer",2017,"Female","Black","Data Suppressed","Data Suppressed",4246
"Montana","All Types of Cancer",2017,"Female","Black","Data Suppressed","Data Suppressed",4284
"New Mexico","All Types of Cancer",2017,"Female","Black","185.9","48",29077
"Utah","All Types of Cancer",2017,"Female","Black","285.5","34",24651
"Alaska","All Types of Cancer",2017,"Female","Black","284.8","31",16245
"Nevada","All Types of Cancer",2017,"Female","Black","361.9","533",164885
"Rhode Island","All Types of Cancer",2017,"Female","Black","325.5","133",49392
"Colorado","All Types of Cancer",2017,"Female","Black","343.5","380",139163
"Georgia","All Types of Cancer",2017,"Female","Black","398","7089",1830451
"Texas","All Types of Cancer",2017,"Female","Black","371.3","6592",1916968
"Maryland","All Types of Cancer",2017,"Female","Black","390.9","4450",1021185
"California","All Types of Cancer",2017,"Female","Black","356.2","5307",1427454
"Oregon","All Types of Cancer",2017,"Female","Black","341.3","129",54728
"Virginia","All Types of Cancer",2017,"Female","Black","374.3","3690",912228
"District of Columbia","All Types of Cancer",2017,"Female","Black","414.2","926",184014
"Missouri","All Types of Cancer",2017,"Female","Black","437.5","1778",401583
"Mississippi","All Types of Cancer",2017,"Female","Black","393.5","2424",606122
"West Virginia","All Types of Cancer",2017,"Female","Black","333","119",34448
"Tennessee","All Types of Cancer",2017,"Female","Black","379.9","2377",625403
"Minnesota","All Types of Cancer",2017,"Female","Black","421.7","501",199764
"Oklahoma","All Types of Cancer",2017,"Female","Black","349.8","531",174827
"Florida","All Types of Cancer",2017,"Female","Black","345.3","6512",1900749
"Wisconsin","All Types of Cancer",2017,"Female","Black","435.2","738",214825
"Arkansas","All Types of Cancer",2017,"Female","Black","388.7","998",254993
"Kansas","All Types of Cancer",2017,"Female","Black","412.4","354",99900
"North Carolina","All Types of Cancer",2017,"Female","Black","389.6","5322",1255732
"South Dakota","All Types of Cancer",2017,"Female","Black","Data Suppressed","Data Suppressed",10125
"Hawaii","All Types of Cancer",2017,"Female","Black","319.7","33",17766
"Pennsylvania","All Types of Cancer",2017,"Female","Black","425.6","3584",836098
"Kentucky","All Types of Cancer",2017,"Female","Black","437.7","856",201195
"Maine","All Types of Cancer",2017,"Female","Black","245.9","16",11896
"South Carolina","All Types of Cancer",2017,"Female","Black","378.4","3142",748053
"Alabama","All Types of Cancer",2017,"Female","Black","371.1","2822",712327
"Vermont","All Types of Cancer",2017,"Female","Black","Data Suppressed","Data Suppressed",4882
"Arizona","All Types of Cancer",2017,"Female","Black","287.4","443",193417
"Washington","All Types of Cancer",2017,"Female","Black","396.1","515",182203
"Ohio","All Types of Cancer",2017,"Female","Black","395.7","3356",838662
"North Dakota","All Types of Cancer",2017,"Female","Black","Data Suppressed","Data Suppressed",11388
"New Jersey","All Types of Cancer",2017,"Female","Black","398.8","3129",731370
"Delaware","All Types of Cancer",2017,"Female","Black","380.7","483",120822
"New Hampshire","All Types of Cancer",2017,"Female","Black","203.8","16",11996
"Nebraska","All Types of Cancer",2017,"Female","Black","430.1","168",53932
"New York","All Types of Cancer",2017,"Female","Black","383.2","8323",1933868
"Iowa","All Types of Cancer",2017,"Female","Black","455.4","171",66894
"Illinois","All Types of Cancer",2017,"Female","Black","425.2","4769",1029536
"Indiana","All Types of Cancer",2017,"Female","Black","343.8","1139",363034
"Louisiana","All Types of Cancer",2017,"Female","Black","416.4","3460",817356
"Massachusetts","All Types of Cancer",2017,"Female","Black","341.5","1049",335860
"Michigan","All Types of Cancer",2017,"Female","Black","375.4","3111",781982
"Connecticut","All Types of Cancer",2017,"Female","Black","371.1","858",236391
"Montana","All Types of Cancer",2017,"Male and Female","Hispanic","350.5","85",40849
"Oregon","All Types of Cancer",2017,"Male and Female","Hispanic","313.6","899",540313
"Mississippi","All Types of Cancer",2017,"Male and Female","Hispanic","243.3","127",96680
"West Virginia","All Types of Cancer",2017,"Male and Female","Hispanic","212.4","44",29262
"Wyoming","All Types of Cancer",2017,"Male and Female","Hispanic","314.2","125",57792
"Nevada","All Types of Cancer",2017,"Male and Female","Hispanic","294.5","1588",854886
"Rhode Island","All Types of Cancer",2017,"Male and Female","Hispanic","307.5","310",163315
"Colorado","All Types of Cancer",2017,"Male and Female","Hispanic","346.1","2796",1209285
"Georgia","All Types of Cancer",2017,"Male and Female","Hispanic","386.3","1883",997780
"Texas","All Types of Cancer",2017,"Male and Female","Hispanic","332.2","26170",11154113
"Maryland","All Types of Cancer",2017,"Male and Female","Hispanic","229.5","834",607798
"Idaho","All Types of Cancer",2017,"Male and Female","Hispanic","312.8","362",216125
"Washington","All Types of Cancer",2017,"Male and Female","Hispanic","332.1","1586",943301
"New Mexico","All Types of Cancer",2017,"Male and Female","Hispanic","335","3210",1022174
"Utah","All Types of Cancer",2017,"Male and Female","Hispanic","363.4","822",435928
"California","All Types of Cancer",2017,"Male and Female","Hispanic","324","36010",15395587
"Alaska","All Types of Cancer",2017,"Male and Female","Hispanic","347.1","87",53075
"Virginia","All Types of Cancer",2017,"Male and Female","Hispanic","248.5","1152",795801
"District of Columbia","All Types of Cancer",2017,"Male and Female","Hispanic","295.9","146",77044
"Missouri","All Types of Cancer",2017,"Male and Female","Hispanic","290","415",256271
"Delaware","All Types of Cancer",2017,"Male and Female","Hispanic","Data Suppressed","Data Suppressed",88702
"Tennessee","All Types of Cancer",2017,"Male and Female","Hispanic","325.3","555",366100
"Nebraska","All Types of Cancer",2017,"Male and Female","Hispanic","328.1","349",209812
"Minnesota","All Types of Cancer",2017,"Male and Female","Hispanic","377.9","534",301006
"Oklahoma","All Types of Cancer",2017,"Male and Female","Hispanic","301.5","629",419270
"Arkansas","All Types of Cancer",2017,"Male and Female","Hispanic","319","338",227004
"Iowa","All Types of Cancer",2017,"Male and Female","Hispanic","280","275",189284
"Florida","All Types of Cancer",2017,"Male and Female","Hispanic","355.5","18966",5373742
"Wisconsin","All Types of Cancer",2017,"Male and Female","Hispanic","333","663",394097
"Kansas","All Types of Cancer",2017,"Male and Female","Hispanic","337.7","641",346375
"North Carolina","All Types of Cancer",2017,"Male and Female","Hispanic","257.1","1167",964994
"South Dakota","All Types of Cancer",2017,"Male and Female","Hispanic","249.6","36",34633
"Kentucky","All Types of Cancer",2017,"Male and Female","Hispanic","Data Suppressed","Data Suppressed",164968
"Pennsylvania","All Types of Cancer",2017,"Male and Female","Hispanic","383.4","2141",936811
"Hawaii","All Types of Cancer",2017,"Male and Female","Hispanic","540.5","380",144148
"Alabama","All Types of Cancer",2017,"Male and Female","Hispanic","259.9","280",210912
"Maine","All Types of Cancer",2017,"Male and Female","Hispanic","280.4","38",22143
"South Carolina","All Types of Cancer",2017,"Male and Female","Hispanic","225.1","360",285054
"Louisiana","All Types of Cancer",2017,"Male and Female","Hispanic","197.9","355",239884
"Vermont","All Types of Cancer",2017,"Male and Female","Hispanic","298.6","21",12113
"Arizona","All Types of Cancer",2017,"Male and Female","Hispanic","299","4504",2212922
"Ohio","All Types of Cancer",2017,"Male and Female","Hispanic","295.4","765",444657
"North Dakota","All Types of Cancer",2017,"Male and Female","Hispanic","317.3","32",28376
"New Jersey","All Types of Cancer",2017,"Male and Female","Hispanic","322.6","4545",1800000
"New Hampshire","All Types of Cancer",2017,"Male and Female","Hispanic","315.7","93",50332
"New York","All Types of Cancer",2017,"Male and Female","Hispanic","382","12206",3731762
"Illinois","All Types of Cancer",2017,"Male and Female","Hispanic","354.6","5032",2194301
"Indiana","All Types of Cancer",2017,"Male and Female","Hispanic","280.5","709",462346
"Massachusetts","All Types of Cancer",2017,"Male and Female","Hispanic","Data Suppressed","Data Suppressed",815726
"Michigan","All Types of Cancer",2017,"Male and Female","Hispanic","291.3","894",508526
"Connecticut","All Types of Cancer",2017,"Male and Female","Hispanic","427.4","1657",573610
"Oregon","All Types of Cancer",2017,"Male","Hispanic","310.7","404",279550
"West Virginia","All Types of Cancer",2017,"Male","Hispanic","155.5","16",15727
"Wyoming","All Types of Cancer",2017,"Male","Hispanic","339.9","64",30414
"Nevada","All Types of Cancer",2017,"Male","Hispanic","293.4","715",433555
"Rhode Island","All Types of Cancer",2017,"Male","Hispanic","297.7","125",82141
"Colorado","All Types of Cancer",2017,"Male","Hispanic","338","1240",616072
"Georgia","All Types of Cancer",2017,"Male","Hispanic","400.9","852",521411
"Montana","All Types of Cancer",2017,"Male","Hispanic","400.7","47",21110
"Texas","All Types of Cancer",2017,"Male","Hispanic","357.1","12557",5615167
"Maryland","All Types of Cancer",2017,"Male","Hispanic","226.4","359",315520
"Idaho","All Types of Cancer",2017,"Male","Hispanic","332.5","171",111477
"Washington","All Types of Cancer",2017,"Male","Hispanic","336.6","730",487823
"New Mexico","All Types of Cancer",2017,"Male","Hispanic","324.1","1454",507366
"Utah","All Types of Cancer",2017,"Male","Hispanic","362.2","363",223520
"California","All Types of Cancer",2017,"Male","Hispanic","334.5","16388",7744991
"Alaska","All Types of Cancer",2017,"Male","Hispanic","401.6","47",27930
"Virginia","All Types of Cancer",2017,"Male","Hispanic","248.2","476",410700
"District of Columbia","All Types of Cancer",2017,"Male","Hispanic","290.9","62",39119
"Missouri","All Types of Cancer",2017,"Male","Hispanic","300.5","205",132549
"Mississippi","All Types of Cancer",2017,"Male","Hispanic","316.9","78",54088
"Delaware","All Types of Cancer",2017,"Male","Hispanic","Data Suppressed","Data Suppressed",45267
"Tennessee","All Types of Cancer",2017,"Male","Hispanic","335.4","279",193294
"Nebraska","All Types of Cancer",2017,"Male","Hispanic","324.9","157",109522
"Minnesota","All Types of Cancer",2017,"Male","Hispanic","408","255",156263
"Oklahoma","All Types of Cancer",2017,"Male","Hispanic","280.3","277",218860
"Arkansas","All Types of Cancer",2017,"Male","Hispanic","315.1","161",118918
"Iowa","All Types of Cancer",2017,"Male","Hispanic","306.9","147",98514
"Florida","All Types of Cancer",2017,"Male","Hispanic","384.1","8934",2653551
"Wisconsin","All Types of Cancer",2017,"Male","Hispanic","336.4","307",203185
"Kansas","All Types of Cancer",2017,"Male","Hispanic","348","308",179161
"North Carolina","All Types of Cancer",2017,"Male","Hispanic","245","519",500320
"South Dakota","All Types of Cancer",2017,"Male","Hispanic","Data Suppressed","Data Suppressed",18990
"Kentucky","All Types of Cancer",2017,"Male","Hispanic","Data Suppressed","Data Suppressed",89066
"Hawaii","All Types of Cancer",2017,"Male","Hispanic","529.6","162",73986
"Pennsylvania","All Types of Cancer",2017,"Male","Hispanic","403.5","978",477133
"Alabama","All Types of Cancer",2017,"Male","Hispanic","298.5","153",112022
"Maine","All Types of Cancer",2017,"Male","Hispanic","288.6","18",11240
"South Carolina","All Types of Cancer",2017,"Male","Hispanic","253.8","186",151335
"Louisiana","All Types of Cancer",2017,"Male","Hispanic","211.2","180",128163
"Vermont","All Types of Cancer",2017,"Male","Hispanic","Data Suppressed","Data Suppressed",6218
"Arizona","All Types of Cancer",2017,"Male","Hispanic","307.2","2059",1113299
"Ohio","All Types of Cancer",2017,"Male","Hispanic","327.4","377",228319
"North Dakota","All Types of Cancer",2017,"Male","Hispanic","Data Suppressed","17",15189
"New Jersey","All Types of Cancer",2017,"Male","Hispanic","352.1","2177",901644
"New Hampshire","All Types of Cancer",2017,"Male","Hispanic","366.7","45",25778
"New York","All Types of Cancer",2017,"Male","Hispanic","423.6","5771",1839840
"Illinois","All Types of Cancer",2017,"Male","Hispanic","363.6","2378",1123250
"Indiana","All Types of Cancer",2017,"Male","Hispanic","264.3","302",239105
"Massachusetts","All Types of Cancer",2017,"Male","Hispanic","Data Suppressed","Data Suppressed",405102
"Michigan","All Types of Cancer",2017,"Male","Hispanic","322.3","454",258635
"Connecticut","All Types of Cancer",2017,"Male","Hispanic","449.1","751",285458
"Idaho","All Types of Cancer",2017,"Female","Hispanic","302.7","191",104648
"Wyoming","All Types of Cancer",2017,"Female","Hispanic","295.8","61",27378
"Montana","All Types of Cancer",2017,"Female","Hispanic","300.2","38",19739
"Alaska","All Types of Cancer",2017,"Female","Hispanic","295.6","40",25145
"Mississippi","All Types of Cancer",2017,"Female","Hispanic","181.9","49",42592
"Nevada","All Types of Cancer",2017,"Female","Hispanic","301.1","873",421331
"Rhode Island","All Types of Cancer",2017,"Female","Hispanic","323.4","185",81174
"Colorado","All Types of Cancer",2017,"Female","Hispanic","359.8","1556",593213
"Georgia","All Types of Cancer",2017,"Female","Hispanic","387.2","1031",476369
"Texas","All Types of Cancer",2017,"Female","Hispanic","318.4","13613",5538946
"Maryland","All Types of Cancer",2017,"Female","Hispanic","239.5","475",292278
"Washington","All Types of Cancer",2017,"Female","Hispanic","336.4","856",455478
"New Mexico","All Types of Cancer",2017,"Female","Hispanic","348.5","1756",514808
"Utah","All Types of Cancer",2017,"Female","Hispanic","374.5","459",212408
"California","All Types of Cancer",2017,"Female","Hispanic","323.8","19622",7650596
"Oregon","All Types of Cancer",2017,"Female","Hispanic","324","495",260763
"Virginia","All Types of Cancer",2017,"Female","Hispanic","259.6","676",385101
"District of Columbia","All Types of Cancer",2017,"Female","Hispanic","319.9","84",37925
"Missouri","All Types of Cancer",2017,"Female","Hispanic","283.5","210",123722
"West Virginia","All Types of Cancer",2017,"Female","Hispanic","280.5","28",13535
"Delaware","All Types of Cancer",2017,"Female","Hispanic","Data Suppressed","Data Suppressed",43435
"Tennessee","All Types of Cancer",2017,"Female","Hispanic","317.8","276",172806
"Nebraska","All Types of Cancer",2017,"Female","Hispanic","342","192",100290
"Minnesota","All Types of Cancer",2017,"Female","Hispanic","359.7","279",144743
"Oklahoma","All Types of Cancer",2017,"Female","Hispanic","328.4","352",200410
"Arkansas","All Types of Cancer",2017,"Female","Hispanic","326.3","177",108086
"Iowa","All Types of Cancer",2017,"Female","Hispanic","255.2","128",90770
"Florida","All Types of Cancer",2017,"Female","Hispanic","342.9","10032",2720191
"Wisconsin","All Types of Cancer",2017,"Female","Hispanic","338.7","356",190912
"Kansas","All Types of Cancer",2017,"Female","Hispanic","335.4","333",167214
"North Carolina","All Types of Cancer",2017,"Female","Hispanic","272","648",464674
"South Dakota","All Types of Cancer",2017,"Female","Hispanic","Data Suppressed","23",15643
"Kentucky","All Types of Cancer",2017,"Female","Hispanic","Data Suppressed","Data Suppressed",75902
"Pennsylvania","All Types of Cancer",2017,"Female","Hispanic","375.8","1163",459678
"Hawaii","All Types of Cancer",2017,"Female","Hispanic","559.2","218",70162
"Alabama","All Types of Cancer",2017,"Female","Hispanic","227.8","127",98890
"Maine","All Types of Cancer",2017,"Female","Hispanic","269.3","20",10903
"South Carolina","All Types of Cancer",2017,"Female","Hispanic","204.5","174",133719
"Louisiana","All Types of Cancer",2017,"Female","Hispanic","192.9","175",111721
"Vermont","All Types of Cancer",2017,"Female","Hispanic","Data Suppressed","Data Suppressed",5895
"Arizona","All Types of Cancer",2017,"Female","Hispanic","298.3","2445",1099623
"Ohio","All Types of Cancer",2017,"Female","Hispanic","276.1","388",216338
"North Dakota","All Types of Cancer",2017,"Female","Hispanic","Data Suppressed","Data Suppressed",13187
"New Jersey","All Types of Cancer",2017,"Female","Hispanic","306.5","2368",898356
"New Hampshire","All Types of Cancer",2017,"Female","Hispanic","285.5","48",24554
"New York","All Types of Cancer",2017,"Female","Hispanic","360.3","6435",1891922
"Illinois","All Types of Cancer",2017,"Female","Hispanic","353.8","2654",1071051
"Indiana","All Types of Cancer",2017,"Female","Hispanic","305.4","407",223241
"Massachusetts","All Types of Cancer",2017,"Female","Hispanic","Data Suppressed","Data Suppressed",410624
"Michigan","All Types of Cancer",2017,"Female","Hispanic","270","440",249891
"Connecticut","All Types of Cancer",2017,"Female","Hispanic","417.4","906",288152
"Nevada","All Types of Cancer",2017,"Male and Female","AAPI","273.6","964",304177
"Idaho","All Types of Cancer",2017,"Male and Female","AAPI","285.2","82",34724
"Wyoming","All Types of Cancer",2017,"Male and Female","AAPI","292.9","16",7284
"Colorado","All Types of Cancer",2017,"Male and Female","AAPI","262.8","485",225176
"Georgia","All Types of Cancer",2017,"Male and Female","AAPI","277.8","1101",474761
"Montana","All Types of Cancer",2017,"Male and Female","AAPI","250.6","23",11699
"Texas","All Types of Cancer",2017,"Male and Female","AAPI","249.7","3273",1551562
"Utah","All Types of Cancer",2017,"Male and Female","AAPI","293.8","256",126758
"California","All Types of Cancer",2017,"Male and Female","AAPI","284.2","20591",6502647
"Alaska","All Types of Cancer",2017,"Male and Female","AAPI","269.7","141",63619
"Oregon","All Types of Cancer",2017,"Male and Female","AAPI","287.7","579",238513
"Virginia","All Types of Cancer",2017,"Male and Female","AAPI","224.5","1262",627334
"West Virginia","All Types of Cancer",2017,"Male and Female","AAPI","145.7","25",17361
"Rhode Island","All Types of Cancer",2017,"Male and Female","AAPI","263.5","81",42490
"Maryland","All Types of Cancer",2017,"Male and Female","AAPI","272.6","1191",431725
"Washington","All Types of Cancer",2017,"Male and Female","AAPI","308.3","2210",791634
"New Mexico","All Types of Cancer",2017,"Male and Female","AAPI","324.3","140",44536
"Kansas","All Types of Cancer",2017,"Male and Female","AAPI","Data Suppressed","Data Suppressed",100417
"District of Columbia","All Types of Cancer",2017,"Male and Female","AAPI","260.5","59",33797
"Missouri","All Types of Cancer",2017,"Male and Female","AAPI","237.1","272",148083
"Mississippi","All Types of Cancer",2017,"Male and Female","AAPI","342.3","104",36178
"Delaware","All Types of Cancer",2017,"Male and Female","AAPI","Data Suppressed","Data Suppressed",41396
"Tennessee","All Types of Cancer",2017,"Male and Female","AAPI","214.3","255",140778
"Nebraska","All Types of Cancer",2017,"Male and Female","AAPI","297.3","94",55885
"Minnesota","All Types of Cancer",2017,"Male and Female","AAPI","294.4","565",299637
"Oklahoma","All Types of Cancer",2017,"Male and Female","AAPI","318.5","255",107048
"Arkansas","All Types of Cancer",2017,"Male and Female","AAPI","342.3","146",63797
"Iowa","All Types of Cancer",2017,"Male and Female","AAPI","279.9","143",89995
"Florida","All Types of Cancer",2017,"Male and Female","AAPI","217.3","1580",695899
"Wisconsin","All Types of Cancer",2017,"Male and Female","AAPI","245.2","271",183940
"North Carolina","All Types of Cancer",2017,"Male and Female","AAPI","228.2","594",347745
"South Dakota","All Types of Cancer",2017,"Male and Female","AAPI","334.5","28",15723
"Pennsylvania","All Types of Cancer",2017,"Male and Female","AAPI","275.4","1127",490594
"Hawaii","All Types of Cancer",2017,"Male and Female","AAPI","393.7","4913",1013854
"Kentucky","All Types of Cancer",2017,"Male and Female","AAPI","Data Suppressed","Data Suppressed",79459
"Alabama","All Types of Cancer",2017,"Male and Female","AAPI","254.4","167",82774
"Maine","All Types of Cancer",2017,"Male and Female","AAPI","235.2","37",18263
"South Carolina","All Types of Cancer",2017,"Male and Female","AAPI","239.2","195",98477
"Louisiana","All Types of Cancer",2017,"Male and Female","AAPI","256","219",93299
"Vermont","All Types of Cancer",2017,"Male and Female","AAPI","205.8","19",12741
"Arizona","All Types of Cancer",2017,"Male and Female","AAPI","212.3","559",300345
"Ohio","All Types of Cancer",2017,"Male and Female","AAPI","226.7","543",303266
"North Dakota","All Types of Cancer",2017,"Male and Female","AAPI","359.9","19",14061
"New Jersey","All Types of Cancer",2017,"Male and Female","AAPI","281.6","2513",908785
"New Hampshire","All Types of Cancer",2017,"Male and Female","AAPI","187.1","60",42804
"New York","All Types of Cancer",2017,"Male and Female","AAPI","348.6","6559",1824020
"Illinois","All Types of Cancer",2017,"Male and Female","AAPI","271.5","2038",777339
"Indiana","All Types of Cancer",2017,"Male and Female","AAPI","195.4","224",173718
"Massachusetts","All Types of Cancer",2017,"Male and Female","AAPI","279.9","1144",503349
"Michigan","All Types of Cancer",2017,"Male and Female","AAPI","240.5","675",354173
"Connecticut","All Types of Cancer",2017,"Male and Female","AAPI","230.7","356",182968
"Nevada","All Types of Cancer",2017,"Male","AAPI","263.9","391",139216
"Idaho","All Types of Cancer",2017,"Male","AAPI","272.5","30",15755
"Colorado","All Types of Cancer",2017,"Male","AAPI","247.7","187",105039
"Montana","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",5270
"Utah","All Types of Cancer",2017,"Male","AAPI","222.7","87",62128
"California","All Types of Cancer",2017,"Male","AAPI","276.4","8817",3098536
"Alaska","All Types of Cancer",2017,"Male","AAPI","307.7","60",30659
"Oregon","All Types of Cancer",2017,"Male","AAPI","296.7","248",112077
"West Virginia","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",8268
"Wyoming","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",3431
"Rhode Island","All Types of Cancer",2017,"Male","AAPI","230.7","33",20416
"Georgia","All Types of Cancer",2017,"Male","AAPI","293.1","511",230603
"Texas","All Types of Cancer",2017,"Male","AAPI","259.7","1498",756663
"Maryland","All Types of Cancer",2017,"Male","AAPI","268.5","518",205945
"Washington","All Types of Cancer",2017,"Male","AAPI","327.7","969",376239
"New Mexico","All Types of Cancer",2017,"Male","AAPI","358.4","61",20472
"Kansas","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",49262
"Virginia","All Types of Cancer",2017,"Male","AAPI","248.5","595",298620
"District of Columbia","All Types of Cancer",2017,"Male","AAPI","277.5","22",14417
"Missouri","All Types of Cancer",2017,"Male","AAPI","228.9","107",70874
"Mississippi","All Types of Cancer",2017,"Male","AAPI","349.8","46",17209
"Delaware","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",20208
"Tennessee","All Types of Cancer",2017,"Male","AAPI","225","113",67082
"Nebraska","All Types of Cancer",2017,"Male","AAPI","376.7","47",27452
"Minnesota","All Types of Cancer",2017,"Male","AAPI","320.3","255",146646
"Oklahoma","All Types of Cancer",2017,"Male","AAPI","271.4","96",51259
"Arkansas","All Types of Cancer",2017,"Male","AAPI","314.4","53",31329
"Iowa","All Types of Cancer",2017,"Male","AAPI","299.7","65",45487
"Florida","All Types of Cancer",2017,"Male","AAPI","207.4","647",323556
"Wisconsin","All Types of Cancer",2017,"Male","AAPI","223.3","99",89638
"North Carolina","All Types of Cancer",2017,"Male","AAPI","200","222",168939
"South Dakota","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",7719
"Pennsylvania","All Types of Cancer",2017,"Male","AAPI","261.1","466",236577
"Hawaii","All Types of Cancer",2017,"Male","AAPI","404.2","2294",490245
"Kentucky","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",38482
"Maine","All Types of Cancer",2017,"Male","AAPI","317.3","17",8177
"South Carolina","All Types of Cancer",2017,"Male","AAPI","206.7","69",46788
"Louisiana","All Types of Cancer",2017,"Male","AAPI","265.6","105",46272
"Alabama","All Types of Cancer",2017,"Male","AAPI","307.5","83",39110
"Vermont","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",5850
"Arizona","All Types of Cancer",2017,"Male","AAPI","207.2","223",143460
"Ohio","All Types of Cancer",2017,"Male","AAPI","218.9","227",146701
"North Dakota","All Types of Cancer",2017,"Male","AAPI","Data Suppressed","Data Suppressed",7180
"New Jersey","All Types of Cancer",2017,"Male","AAPI","278.1","1114",442781
"New Hampshire","All Types of Cancer",2017,"Male","AAPI","195.6","24",20582
"New York","All Types of Cancer",2017,"Male","AAPI","359.7","3097",871472
"Illinois","All Types of Cancer",2017,"Male","AAPI","266.4","883",375452
"Indiana","All Types of Cancer",2017,"Male","AAPI","186.9","93",86726
"Massachusetts","All Types of Cancer",2017,"Male","AAPI","305.3","550",241103
"Michigan","All Types of Cancer",2017,"Male","AAPI","245.9","304",174464
"Connecticut","All Types of Cancer",2017,"Male","AAPI","209.2","147",88971
"Idaho","All Types of Cancer",2017,"Female","AAPI","298.8","52",18969
"Wyoming","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",3853
"Georgia","All Types of Cancer",2017,"Female","AAPI","268.1","590",244158
"Montana","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","20",6429
"Texas","All Types of Cancer",2017,"Female","AAPI","244.9","1775",794899
"New Mexico","All Types of Cancer",2017,"Female","AAPI","300.3","79",24064
"Alaska","All Types of Cancer",2017,"Female","AAPI","256.9","81",32960
"Oregon","All Types of Cancer",2017,"Female","AAPI","285.3","331",126436
"Virginia","All Types of Cancer",2017,"Female","AAPI","208","667",328714
"West Virginia","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",9093
"Nevada","All Types of Cancer",2017,"Female","AAPI","283.8","573",164961
"Rhode Island","All Types of Cancer",2017,"Female","AAPI","290.2","48",22074
"Colorado","All Types of Cancer",2017,"Female","AAPI","278.6","298",120137
"Maryland","All Types of Cancer",2017,"Female","AAPI","278.4","673",225780
"Washington","All Types of Cancer",2017,"Female","AAPI","300.6","1241",415395
"Utah","All Types of Cancer",2017,"Female","AAPI","351.3","169",64630
"California","All Types of Cancer",2017,"Female","AAPI","294.4","11774",3404111
"Kansas","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",51155
"District of Columbia","All Types of Cancer",2017,"Female","AAPI","261.7","37",19380
"Missouri","All Types of Cancer",2017,"Female","AAPI","247.1","165",77209
"Mississippi","All Types of Cancer",2017,"Female","AAPI","337.3","58",18969
"Delaware","All Types of Cancer",2017,"Female","AAPI","Data Suppressed","Data Suppressed",21188
"Tennessee","All Types of Cancer",2017,"Female","AAPI","209.5","142",73696
