"Stabr","Area_name","PCTPOVALL_2019"
"NC","Pamlico County",15.9
"NC","Pasquotank County",14.3
"NC","Pender County",11.5
"NC","Perquimans County",15
"NC","Person County",15.4
"NC","Pitt County",19.2
"NC","Polk County",12.1
"NC","Randolph County",14.1
"NC","Richmond County",25.8
"NC","Robeson County",31.5
"NC","Rockingham County",18.4
"NC","Rowan County",13.9
"NC","Rutherford County",18.5
"NC","Sampson County",16.8
"NC","Scotland County",28.5
"NC","Stanly County",10.7
"NC","Stokes County",13
"NC","Surry County",16
"NC","Swain County",16.1
"NC","Transylvania County",13.1
"NC","Tyrrell County",25.4
"NC","Union County",7.3
"NC","Vance County",18.5
"NC","Wake County",8
"NC","Warren County",21.7
"NC","Washington County",21.3
"NC","Watauga County",21.4
"NC","Wayne County",18.6
"NC","Wilkes County",15.2
"NC","Wilson County",21.5
"NC","Yadkin County",13.9
"NC","Yancey County",14.2
"ND","North Dakota",10.5
"ND","Adams County",10.7
"ND","Barnes County",9.9
"ND","Benson County",23.3
"ND","Billings County",9.7
"ND","Bottineau County",9.7
"ND","Bowman County",8
"ND","Burke County",8.8
"ND","Burleigh County",6.9
"ND","Cass County",11.4
"ND","Cavalier County",9.1
"ND","Dickey County",10.6
"ND","Divide County",10.8
"ND","Dunn County",9.8
"ND","Eddy County",10
"ND","Emmons County",13.7
"ND","Foster County",8.8
"ND","Golden Valley County",12.1
"ND","Grand Forks County",13.2
"ND","Grant County",14.9
"ND","Griggs County",9.5
"ND","Hettinger County",12.5
"ND","Kidder County",14.1
"ND","LaMoure County",12.2
"ND","Logan County",13.2
"ND","McHenry County",12.1
"ND","McIntosh County",13.9
"ND","McKenzie County",7.4
"ND","McLean County",9.4
"ND","Mercer County",7.7
"ND","Morton County",7.9
"ND","Mountrail County",9.5
"ND","Nelson County",11.2
"ND","Oliver County",10.6
"ND","Pembina County",8.8
"ND","Pierce County",11.6
"ND","Ramsey County",12.3
"ND","Ransom County",8.7
"ND","Renville County",8.9
"ND","Richland County",12.4
"ND","Rolette County",25.9
"ND","Sargent County",7.5
"ND","Sheridan County",16.7
"ND","Sioux County",32.1
"ND","Slope County",13.5
"ND","Stark County",8.5
"ND","Steele County",7.4
"ND","Stutsman County",10.8
"ND","Towner County",10.7
"ND","Traill County",8
"ND","Walsh County",11.7
"ND","Ward County",9
"ND","Wells County",12.4
"ND","Williams County",6.4
"OH","Ohio",13
"OH","Adams County",19.1
"OH","Allen County",12.9
"OH","Ashland County",12.6
"OH","Ashtabula County",18.7
"OH","Athens County",26.6
"OH","Auglaize County",7.3
"OH","Belmont County",11.6
"OH","Brown County",12.1
"OH","Butler County",11.7
"OH","Carroll County",11.3
"OH","Champaign County",7.7
"OH","Clark County",14.6
"OH","Clermont County",8.2
"OH","Clinton County",14.8
"OH","Columbiana County",13.2
"OH","Coshocton County",12.5
"OH","Crawford County",14.7
"OH","Cuyahoga County",16.2
"OH","Darke County",12.1
"OH","Defiance County",8.8
"OH","Delaware County",4.8
"OH","Erie County",11.6
"OH","Fairfield County",8.1
"OH","Fayette County",13.6
"OH","Franklin County",13.5
"OH","Fulton County",6.9
"OH","Gallia County",16.5
"OH","Geauga County",5.5
"OH","Greene County",9.9
"OH","Guernsey County",15.5
"OH","Hamilton County",14.6
"OH","Hancock County",9.3
"OH","Hardin County",13.9
"OH","Harrison County",14.5
"OH","Henry County",7.5
"OH","Highland County",15.6
"OH","Hocking County",15
"OH","Holmes County",9.2
"OH","Huron County",10
"OH","Jackson County",17.2
"OH","Jefferson County",17.1
"OH","Knox County",11.3
"OH","Lake County",8.3
"OH","Lawrence County",16.2
"OH","Licking County",9.3
"OH","Logan County",10.5
"OH","Lorain County",13.9
"OH","Lucas County",18
"OH","Madison County",9.6
"OH","Mahoning County",18.4
"OH","Marion County",14.8
"OH","Medina County",5.5
"OH","Meigs County",15.8
"OH","Mercer County",6.7
"OH","Miami County",8.8
"OH","Monroe County",14
"OH","Montgomery County",15.3
"OH","Morgan County",15.7
"OH","Morrow County",8.5
"OH","Muskingum County",15.3
"OH","Noble County",14.2
"OH","Ottawa County",8.1
"OH","Paulding County",9.8
"OH","Perry County",15
"OH","Pickaway County",11.5
"OH","Pike County",19.1
"OH","Portage County",11.9
"OH","Preble County",8.9
"OH","Putnam County",7.2
"OH","Richland County",13.5
"OH","Ross County",15.2
"OH","Sandusky County",9.6
"OH","Scioto County",21.9
"OH","Seneca County",12.1
"OH","Shelby County",9.1
"OH","Stark County",13
"OH","Summit County",14.2
"OH","Trumbull County",15.4
"OH","Tuscarawas County",11.2
"OH","Union County",5.4
"OH","Van Wert County",8.5
"OH","Vinton County",18.7
"OH","Warren County",4.5
"OH","Washington County",11
"OH","Wayne County",9.9
"OH","Williams County",9.3
"OH","Wood County",11.2
"OH","Wyandot County",7.5
"OK","Oklahoma",15.1
"OK","Adair County",23.6
"OK","Alfalfa County",15.8
"OK","Atoka County",19.2
"OK","Beaver County",10.6
"OK","Beckham County",20.8
"OK","Blaine County",14.9
"OK","Bryan County",17.3
"OK","Caddo County",20.6
"OK","Canadian County",8.1
"OK","Carter County",14.3
"OK","Cherokee County",21.4
"OK","Choctaw County",22.5
"OK","Cimarron County",17.8
"OK","Cleveland County",11.7
"OK","Coal County",18.1
"OK","Comanche County",17.6
"OK","Cotton County",18.6
"OK","Craig County",18.2
"OK","Creek County",13.7
"OK","Custer County",15.8
"OK","Delaware County",17.5
"OK","Dewey County",11.6
"OK","Ellis County",13
"OK","Garfield County",12.7
"OK","Garvin County",15.6
"OK","Grady County",12.1
"OK","Grant County",11.2
"OK","Greer County",24.1
"OK","Harmon County",23.7
"OK","Harper County",11.1
"OK","Haskell County",20.2
"OK","Hughes County",21.4
"OK","Jackson County",17.3
"OK","Jefferson County",20.8
"OK","Johnston County",21
"OK","Kay County",16.1
"OK","Kingfisher County",8.9
"OK","Kiowa County",21.9
"OK","Latimer County",18.5
"OK","Le Flore County",20.5
"OK","Lincoln County",13.9
"OK","Logan County",12.4
"OK","Love County",13.4
"OK","McClain County",7.1
"OK","McCurtain County",21.9
"OK","McIntosh County",19.7
"OK","Major County",13.4
"OK","Marshall County",18.2
"OK","Mayes County",17.7
"OK","Murray County",14.9
"OK","Muskogee County",22.7
"OK","Noble County",12.3
"OK","Nowata County",15
"OK","Okfuskee County",27.4
"OK","Oklahoma County",14.9
"OK","Okmulgee County",18.7
"OK","Osage County",14.9
"OK","Ottawa County",18.5
"OK","Pawnee County",15.2
"OK","Payne County",23
"OK","Pittsburg County",19.7
"OK","Pontotoc County",13.9
"OK","Pottawatomie County",14.8
"OK","Pushmataha County",23.9
"OK","Roger Mills County",13.4
"OK","Rogers County",10.4
"OK","Seminole County",22
"OK","Sequoyah County",21.6
"OK","Stephens County",14.8
"OK","Texas County",14.7
"OK","Tillman County",20.4
"OK","Tulsa County",14.3
"OK","Wagoner County",8.2
"OK","Washington County",12.9
"OK","Washita County",12.6
"OK","Woods County",15.2
"OK","Woodward County",12.2
"OR","Oregon",11.5
"OR","Baker County",13.6
"OR","Benton County",16.5
"OR","Clackamas County",7.2
"OR","Clatsop County",12
"OR","Columbia County",8.6
"OR","Coos County",15.6
"OR","Crook County",10.9
"OR","Curry County",13.4
"OR","Deschutes County",9.2
"OR","Douglas County",11.8
"OR","Gilliam County",10.9
"OR","Grant County",15.3
"OR","Harney County",14.2
"OR","Hood River County",8.4
"OR","Jackson County",13.6
"OR","Jefferson County",15
"OR","Josephine County",15.9
"OR","Klamath County",16.7
"OR","Lake County",17
"OR","Lane County",13.9
"OR","Lincoln County",14.6
"OR","Linn County",12.6
"OR","Malheur County",21
"OR","Marion County",12.2
"OR","Morrow County",12.7
"OR","Multnomah County",12
"OR","Polk County",9.4
"OR","Sherman County",12.5
"OR","Tillamook County",12
"OR","Umatilla County",13.9
"OR","Union County",13.6
"OR","Wallowa County",12.3
"OR","Wasco County",12.2
"OR","Washington County",8.2
"OR","Wheeler County",17.7
"OR","Yamhill County",10.6
"PA","Pennsylvania",12
"PA","Adams County",7.6
"PA","Allegheny County",10.8
"PA","Armstrong County",11.1
"PA","Beaver County",11.7
"PA","Bedford County",10.4
"PA","Berks County",10.2
"PA","Blair County",14.9
"PA","Bradford County",14.3
"PA","Bucks County",5.7
"PA","Butler County",7.8
"PA","Cambria County",14.9
"PA","Cameron County",14
"PA","Carbon County",9.8
"PA","Centre County",15.9
"PA","Chester County",5.9
"PA","Clarion County",14.1
"PA","Clearfield County",13.7
"PA","Clinton County",13.4
"PA","Columbia County",14.7
"PA","Crawford County",12.6
"PA","Cumberland County",7.2
"PA","Dauphin County",11.3
"PA","Delaware County",9.9
"PA","Elk County",9.8
"PA","Erie County",16.6
"PA","Fayette County",17.5
"PA","Forest County",26
"PA","Franklin County",8.1
"PA","Fulton County",12.2
"PA","Greene County",14.2
"PA","Huntingdon County",13
"PA","Indiana County",14
"PA","Jefferson County",16.4
"PA","Juniata County",10.4
"PA","Lackawanna County",14.2
"PA","Lancaster County",10.5
"PA","Lawrence County",12.3
"PA","Lebanon County",10.4
"PA","Lehigh County",11.5
"PA","Luzerne County",15.2
"PA","Lycoming County",13.6
"PA","Mc Kean County",14.6
"PA","Mercer County",13.1
"PA","Mifflin County",13.3
"PA","Monroe County",12.2
"PA","Montgomery County",6
"PA","Montour County",9.1
"PA","Northampton County",7.9
"PA","Northumberland County",13.3
"PA","Perry County",8.9
"PA","Philadelphia County",23
"PA","Pike County",9.2
"PA","Potter County",11.7
"PA","Schuylkill County",11.7
"PA","Snyder County",10.3
"PA","Somerset County",12.5
"PA","Sullivan County",12.9
"PA","Susquehanna County",11.3
"PA","Tioga County",13.4
"PA","Union County",12
"PA","Venango County",12.5
"PA","Warren County",13.5
"PA","Washington County",9.9
"PA","Wayne County",12.4
"PA","Westmoreland County",10.5
"PA","Wyoming County",9.9
"PA","York County",9.2
"RI","Rhode Island",11.6
"RI","Bristol County",6.8
"RI","Kent County",8.1
"RI","Newport County",8.5
"RI","Providence County",14
"RI","Washington County",8
"SC","South Carolina",13.9
"SC","Abbeville County",14.8
"SC","Aiken County",12.5
"SC","Allendale County",30.2
"SC","Anderson County",12.9
"SC","Bamberg County",24.2
"SC","Barnwell County",24.9
"SC","Beaufort County",10.2
"SC","Berkeley County",10.7
"SC","Calhoun County",18.2
"SC","Charleston County",11.7
"SC","Cherokee County",16
"SC","Chester County",17.7
"SC","Chesterfield County",19.9
"SC","Clarendon County",25.1
"SC","Colleton County",21
"SC","Darlington County",19.6
"SC","Dillon County",26.8
"SC","Dorchester County",9.3
"SC","Edgefield County",15.7
"SC","Fairfield County",19.1
"SC","Florence County",17
"SC","Georgetown County",17.5
"SC","Greenville County",10.7
"SC","Greenwood County",18
"SC","Hampton County",23.2
"SC","Horry County",12.7
"SC","Jasper County",17.2
"SC","Kershaw County",13.8
"SC","Lancaster County",11.8
"SC","Laurens County",19.1
"SC","Lee County",25.4
"SC","Lexington County",11.9
"SC","McCormick County",18.1
"SC","Marion County",24.9
"SC","Marlboro County",28.9
"SC","Newberry County",14
"SC","Oconee County",13.1
"SC","Orangeburg County",26.3
"SC","Pickens County",15.3
"SC","Richland County",16.2
"SC","Saluda County",16.1
"SC","Spartanburg County",12.9
"SC","Sumter County",17.8
"SC","Union County",19.9
"SC","Williamsburg County",27.8
"SC","York County",8.6
"SD","South Dakota",11.9
"SD","Aurora County",10.2
"SD","Beadle County",12.9
"SD","Bennett County",31.6
"SD","Bon Homme County",14.1
"SD","Brookings County",11.9
"SD","Brown County",9.4
"SD","Brule County",12.6
"SD","Buffalo County",39.8
"SD","Butte County",12.9
"SD","Campbell County",10.5
"SD","Charles Mix County",21.2
"SD","Clark County",12.1
"SD","Clay County",19
"SD","Codington County",9.7
"SD","Corson County",40.3
"SD","Custer County",9.6
"SD","Davison County",11.7
"SD","Day County",13.2
"SD","Deuel County",8.7
"SD","Dewey County",27.6
"SD","Douglas County",11.2
"SD","Edmunds County",10.7
"SD","Fall River County",13.9
"SD","Faulk County",15.7
"SD","Grant County",9.1
"SD","Gregory County",15.5
"SD","Haakon County",11.4
"SD","Hamlin County",8.9
"SD","Hand County",10.3
"SD","Hanson County",7.9
"SD","Harding County",11.9
"SD","Hughes County",8.9
"SD","Hutchinson County",10.5
"SD","Hyde County",11.5
"SD","Jackson County",29.9
"SD","Jerauld County",16.3
"SD","Jones County",12.9
"SD","Kingsbury County",8.5
"SD","Lake County",9.5
"SD","Lawrence County",12.4
"SD","Lincoln County",3.8
"SD","Lyman County",21.1
"SD","McCook County",9.2
"SD","McPherson County",19.5
"SD","Marshall County",11.8
"SD","Meade County",8.7
"SD","Mellette County",33.3
"SD","Miner County",10.5
"SD","Minnehaha County",8.7
"SD","Moody County",8.7
"SD","Oglala Lakota County",40.1
"SD","Pennington County",12
"SD","Perkins County",14.5
"SD","Potter County",10.4
"SD","Roberts County",19.6
"SD","Sanborn County",12.6
"SD","Spink County",11.5
"SD","Stanley County",7.7
"SD","Sully County",8.2
"SD","Todd County",43.4
"SD","Tripp County",18.8
"SD","Turner County",10.1
"SD","Union County",6.3
"SD","Walworth County",15.1
"SD","Yankton County",10.1
"SD","Ziebach County",47.7
"TN","Tennessee",13.8
"TN","Anderson County",15.3
"TN","Bedford County",13.9
"TN","Benton County",17.6
"TN","Bledsoe County",27.3
"TN","Blount County",10.5
"TN","Bradley County",14.5
"TN","Campbell County",21.9
"TN","Cannon County",13
"TN","Carroll County",16.8
"TN","Carter County",19.3
"TN","Cheatham County",9.6
"TN","Chester County",14.8
"TN","Claiborne County",19.7
"TN","Clay County",20.1
"TN","Cocke County",22.8
"TN","Coffee County",14.4
"TN","Crockett County",15.8
"TN","Cumberland County",13.3
"TN","Davidson County",12.6
"TN","Decatur County",16
"TN","DeKalb County",18
"TN","Dickson County",10.1
"TN","Dyer County",17.3
"TN","Fayette County",11.2
"TN","Fentress County",20.9
"TN","Franklin County",13.9
"TN","Gibson County",14.3
"TN","Giles County",13.4
"TN","Grainger County",17.1
"TN","Greene County",15.9
"TN","Grundy County",21.4
"TN","Hamblen County",14.4
"TN","Hamilton County",12.7
"TN","Hancock County",26.4
"TN","Hardeman County",19.2
"TN","Hardin County",17.5
"TN","Hawkins County",18.1
"TN","Haywood County",20.7
"TN","Henderson County",15.8
"TN","Henry County",18.3
"TN","Hickman County",16.3
"TN","Houston County",17.8
"TN","Humphreys County",13.1
"TN","Jackson County",17.1
"TN","Jefferson County",12.5
"TN","Johnson County",25.2
"TN","Knox County",13.4
"TN","Lake County",35.5
"TN","Lauderdale County",19.3
"TN","Lawrence County",16.7
"TN","Lewis County",15.2
"TN","Lincoln County",12.8
"TN","Loudon County",9.7
"TN","McMinn County",14.5
"TN","McNairy County",17
"TN","Macon County",15.5
"TN","Madison County",17.6
"TN","Marion County",15.3
"TN","Marshall County",13.1
"TN","Maury County",8.5
"TN","Meigs County",16.1
"TN","Monroe County",16.5
"TN","Montgomery County",12
"TN","Moore County",10
"TN","Morgan County",22
"TN","Obion County",14.6
"TN","Overton County",17.1
"TN","Perry County",14.4
"TN","Pickett County",17.8
"TN","Polk County",15.3
"TN","Putnam County",16.1
"TN","Rhea County",15.4
"TN","Roane County",14.6
"TN","Robertson County",10.5
"TN","Rutherford County",10
"TN","Scott County",22
"TN","Sequatchie County",17.4
"TN","Sevier County",12.9
"TN","Shelby County",17.2
"TN","Smith County",15.3
"TN","Stewart County",12.9
"TN","Sullivan County",15.1
"TN","Sumner County",8.6
"TN","Tipton County",10.5
"TN","Trousdale County",15.8
"TN","Unicoi County",15.8
"TN","Union County",18.3
"TN","Van Buren County",15.5
"TN","Warren County",15.9
"TN","Washington County",15.8
"TN","Wayne County",17.3
"TN","Weakley County",17.7
"TN","White County",16
"TN","Williamson County",4.3
"TN","Wilson County",7.4
"TX","Texas",13.6
"TX","Anderson County",19.8
"TX","Andrews County",10.2
"TX","Angelina County",15.6
"TX","Aransas County",18.7
"TX","Archer County",10.3
"TX","Armstrong County",10.6
"TX","Atascosa County",14.7
"TX","Austin County",11.1
"TX","Bailey County",15.9
"TX","Bandera County",12.9
"TX","Bastrop County",14
"TX","Baylor County",15.9
"TX","Bee County",24
"TX","Bell County",13.8
"TX","Bexar County",15.2
"TX","Blanco County",8.6
"TX","Borden County",10.6
"TX","Bosque County",13.7
"TX","Bowie County",16.8
"TX","Brazoria County",8.6
"TX","Brazos County",20
"TX","Brewster County",13.1
"TX","Briscoe County",15
"TX","Brooks County",29.6
"TX","Brown County",13.7
"TX","Burleson County",13.8
"TX","Burnet County",10.5
"TX","Caldwell County",14.4
"TX","Calhoun County",14.7
"TX","Callahan County",12.1
"TX","Cameron County",25.5
"TX","Camp County",16.6
"TX","Carson County",8.5
"TX","Cass County",17.3
"TX","Castro County",15.3
"TX","Chambers County",8.6
"TX","Cherokee County",16.5
"TX","Childress County",21.9
"TX","Clay County",11.5
"TX","Cochran County",19.5
"TX","Coke County",13.1
"TX","Coleman County",17.7
"TX","Collin County",6.1
"TX","Collingsworth County",19.8
"TX","Colorado County",13.6
"TX","Comal County",6.7
"TX","Comanche County",13.5
"TX","Concho County",15.1
"TX","Cooke County",12.7
"TX","Coryell County",11.8
"TX","Cottle County",18.9
"TX","Crane County",9.6
"TX","Crockett County",13.8
"TX","Crosby County",22.1
"TX","Culberson County",19.7
"TX","Dallam County",11.4
"TX","Dallas County",14
"TX","Dawson County",20.6
"TX","Deaf Smith County",17
"TX","Delta County",16
"TX","Denton County",6.5
"TX","DeWitt County",17.1
"TX","Dickens County",19.4
"TX","Dimmit County",25.3
"TX","Donley County",16.4
"TX","Duval County",23.9
"TX","Eastland County",16.7
"TX","Ector County",12.1
"TX","Edwards County",20.7
"TX","Ellis County",8.7
"TX","El Paso County",18.8
"TX","Erath County",15.2
"TX","Falls County",21.6
"TX","Fannin County",13.2
"TX","Fayette County",10.9
"TX","Fisher County",13.3
"TX","Floyd County",17.3
"TX","Foard County",17
"TX","Fort Bend County",6.6
"TX","Franklin County",14.4
"TX","Freestone County",15.5
"TX","Frio County",27.7
"TX","Gaines County",13.2
"TX","Galveston County",11.3
"TX","Garza County",24.2
"TX","Gillespie County",8.5
"TX","Glasscock County",7.9
"TX","Goliad County",13.4
"TX","Gonzales County",16.2
"TX","Gray County",14.5
"TX","Grayson County",11.6
"TX","Gregg County",16.5
"TX","Grimes County",15.9
"TX","Guadalupe County",7.4
"TX","Hale County",17.9
"TX","Hall County",25.4
"TX","Hamilton County",14.3
"TX","Hansford County",11.7
"TX","Hardeman County",19.2
"TX","Hardin County",12.1
"TX","Harris County",15
"TX","Harrison County",17.8
"TX","Hartley County",8.6
"TX","Haskell County",20.7
"TX","Hays County",11.2
"TX","Hemphill County",9.1
"TX","Henderson County",17.5
"TX","Hidalgo County",26.9
"TX","Hill County",13.1
"TX","Hockley County",15.5
"TX","Hood County",9.2
"TX","Hopkins County",14.7
"TX","Houston County",20.9
"TX","Howard County",17
"TX","Hudspeth County",28
"TX","Hunt County",14.8
"TX","Hutchinson County",11.4
"TX","Irion County",7.4
"TX","Jack County",15.6
"TX","Jackson County",13.8
"TX","Jasper County",19.5
"TX","Jeff Davis County",12.7
"TX","Jefferson County",16.9
"TX","Jim Hogg County",22.8
"TX","Jim Wells County",21
"TX","Johnson County",11
"TX","Jones County",20.4
"TX","Karnes County",21
"TX","Kaufman County",9.8
"TX","Kendall County",7.4
"TX","Kenedy County",14.2
"TX","Kent County",11.5
"TX","Kerr County",12.5
"TX","Kimble County",17
"TX","King County",11
"TX","Kinney County",18.9
"TX","Kleberg County",23.3
"TX","Knox County",19.1
"TX","Lamar County",18.4
"TX","Lamb County",18.5
"TX","Lampasas County",12.4
"TX","La Salle County",26.6
"TX","Lavaca County",11
"TX","Lee County",10.7
"TX","Leon County",14.4
"TX","Liberty County",14.4
"TX","Limestone County",19.2
"TX","Lipscomb County",12.4
"TX","Live Oak County",16.5
"TX","Llano County",10.8
"TX","Loving County",7.1
"TX","Lubbock County",17.9
"TX","Lynn County",16
"TX","McCulloch County",17.6
"TX","McLennan County",18
"TX","McMullen County",10.5
"TX","Madison County",17.8
"TX","Marion County",21.4
"TX","Martin County",12.1
"TX","Mason County",11.7
"TX","Matagorda County",17.5
"TX","Maverick County",26.9
"TX","Medina County",12.2
"TX","Menard County",20.7
"TX","Midland County",9.9
"TX","Milam County",16.3
"TX","Mills County",13.2
"TX","Mitchell County",19.5
"TX","Montague County",12.9
"TX","Montgomery County",8.9
"TX","Moore County",11.9
"TX","Morris County",18.1
"TX","Motley County",17.6
"TX","Nacogdoches County",20.9
"TX","Navarro County",13.4
"TX","Newton County",22.8
"TX","Nolan County",17.5
"TX","Nueces County",16.5
"TX","Ochiltree County",11.4
"TX","Oldham County",13.1
"TX","Orange County",12.5
"TX","Palo Pinto County",17.2
"TX","Panola County",14.3
"TX","Parker County",8.2
"TX","Parmer County",11.8
"TX","Pecos County",18.7
"TX","Polk County",16.7
"TX","Potter County",20.3
"TX","Presidio County",19.2
"TX","Rains County",13.4
"TX","Randall County",9
"TX","Reagan County",8.9
"TX","Real County",17.7
"TX","Red River County",19.6
"TX","Reeves County",22.1
"TX","Refugio County",18
"TX","Roberts County",7.4
"TX","Robertson County",20.7
"TX","Rockwall County",4.8
"TX","Runnels County",17.2
"TX","Rusk County",15.4
"TX","Sabine County",17.6
"TX","San Augustine County",22.5
"TX","San Jacinto County",16.8
"TX","San Patricio County",14.4
"TX","San Saba County",20.7
"TX","Schleicher County",15
"TX","Scurry County",14.7
"TX","Shackelford County",12.7
"TX","Shelby County",21.4
"TX","Sherman County",11.1
"TX","Smith County",12.9
"TX","Somervell County",9.4
"TX","Starr County",32.5
"TX","Stephens County",17
"TX","Sterling County",10.7
"TX","Stonewall County",15.1
"TX","Sutton County",13.1
"TX","Swisher County",20.6
"TX","Tarrant County",10.2
"TX","Taylor County",14
"TX","Terrell County",17.5
"TX","Terry County",21.6
"TX","Throckmorton County",13.9
"TX","Titus County",16.3
"TX","Tom Green County",12.9
"TX","Travis County",10.8
"TX","Trinity County",17.9
"TX","Tyler County",17.2
"TX","Upshur County",14.9
"TX","Upton County",13.8
"TX","Uvalde County",19.8
"TX","Val Verde County",20.8
"TX","Van Zandt County",13.6
"TX","Victoria County",14.3
"TX","Walker County",21.4
"TX","Waller County",13.2
"TX","Ward County",12.4
"TX","Washington County",10.6
"TX","Webb County",20.9
"TX","Wharton County",16.4
"TX","Wheeler County",11.6
"TX","Wichita County",13.9
"TX","Wilbarger County",14.9
"TX","Willacy County",30.5
"TX","Williamson County",5.4
"TX","Wilson County",8.3
"TX","Winkler County",12.5
"TX","Wise County",8.3
"TX","Wood County",14.3
"TX","Yoakum County",10.6
"TX","Young County",13.6
"TX","Zapata County",30.1
"TX","Zavala County",29.6
"UT","Utah",8.8
"UT","Beaver County",8.9
"UT","Box Elder County",7.5
"UT","Cache County",13.1
"UT","Carbon County",16.4
"UT","Daggett County",6.7
"UT","Davis County",5.5
"UT","Duchesne County",14.2
"UT","Emery County",10.9
"UT","Garfield County",9.4
"UT","Grand County",12.2
"UT","Iron County",13.1
"UT","Juab County",9
"UT","Kane County",9.4
"UT","Millard County",11.8
"UT","Morgan County",4
"UT","Piute County",15.7
"UT","Rich County",9.3
"UT","Salt Lake County",9
"UT","San Juan County",21.9
"UT","Sanpete County",13.1
"UT","Sevier County",12.1
"UT","Summit County",4.7
"UT","Tooele County",5.3
"UT","Uintah County",11.1
"UT","Utah County",9.7
"UT","Wasatch County",5
"UT","Washington County",9.5
"UT","Wayne County",11.8
"UT","Weber County",6.9
"VT","Vermont",10.1
"VT","Addison County",7.9
"VT","Bennington County",10
"VT","Caledonia County",12.3
"VT","Chittenden County",10.5
"VT","Essex County",14.8
"VT","Franklin County",9.6
"VT","Grand Isle County",8.1
"VT","Lamoille County",9.1
"VT","Orange County",9.4
"VT","Orleans County",12.7
"VT","Rutland County",10.8
"VT","Washington County",8.4
"VT","Windham County",11.6
"VT","Windsor County",9.2
"VA","Virginia",9.9
"VA","Accomack County",16.4
"VA","Albemarle County",6.7
"VA","Alleghany County",11.5
"VA","Amelia County",9.3
"VA","Amherst County",12
"VA","Appomattox County",12.6
"VA","Arlington County",7.6
"VA","Augusta County",7.3
"VA","Bath County",9.9
"VA","Bedford County",8.6
"VA","Bland County",13.4
"VA","Botetourt County",5.7
"VA","Brunswick County",20.9
"VA","Buchanan County",21.7
"VA","Buckingham County",16.8
"VA","Campbell County",10.8
"VA","Caroline County",9.6
"VA","Carroll County",13.9
"VA","Charles City County",12.5
"VA","Charlotte County",19.3
"VA","Chesterfield County",6.6
"VA","Clarke County",6.3
"VA","Craig County",11.2
"VA","Culpeper County",9.2
"VA","Cumberland County",13.8
"VA","Dickenson County",24.2
"VA","Dinwiddie County",10.7
"VA","Essex County",16.2
"VA","Fairfax County",6
"VA","Fauquier County",6.1
"VA","Floyd County",11.4
"VA","Fluvanna County",7.3
"VA","Franklin County",11.5
"VA","Frederick County",6.5
"VA","Giles County",11.4
"VA","Gloucester County",8.6
"VA","Goochland County",6.2
"VA","Grayson County",18.8
"VA","Greene County",7.6
"VA","Greensville County",24.5
"VA","Halifax County",17.1
"VA","Hanover County",5.1
"VA","Henrico County",8.7
"VA","Henry County",14.6
"VA","Highland County",12.4
"VA","Isle of Wight County",9.1
"VA","James City County",5.8
"VA","King and Queen County",11.7
"VA","King George County",5.9
"VA","King William County",6.9
"VA","Lancaster County",13.3
"VA","Lee County",27.1
"VA","Loudoun County",3.1
"VA","Louisa County",9.5
"VA","Lunenburg County",19.2
"VA","Madison County",9.3
"VA","Mathews County",8.8
"VA","Mecklenburg County",17.3
"VA","Middlesex County",13.8
"VA","Montgomery County",20.5
"VA","Nelson County",11.8
"VA","New Kent County",5
"VA","Northampton County",18.1
"VA","Northumberland County",12.7
"VA","Nottoway County",21.5
"VA","Orange County",9.7
"VA","Page County",11.3
"VA","Patrick County",15.5
"VA","Pittsylvania County",15.1
"VA","Powhatan County",5.4
"VA","Prince Edward County",20.6
"VA","Prince George County",8.3
"VA","Prince William County",6.1
"VA","Pulaski County",14.6
"VA","Rappahannock County",8.5
"VA","Richmond County",17.8
"VA","Roanoke County",6.5
"VA","Rockbridge County",11.5
"VA","Rockingham County",8.1
"VA","Russell County",20
"VA","Scott County",14.8
"VA","Shenandoah County",10.3
"VA","Smyth County",16.5
"VA","Southampton County",13.3
"VA","Spotsylvania County",6.6
"VA","Stafford County",5.4
"VA","Surry County",11.9
"VA","Sussex County",21.6
"VA","Tazewell County",21.7
"VA","Warren County",9.7
"VA","Washington County",12.3
"VA","Westmoreland County",15.9
"VA","Wise County",20.4
"VA","Wythe County",12.8
"VA","York County",5.1
"VA","Alexandria city",8.6
"VA","Bristol city",21.8
"VA","Buena Vista city",17.2
"VA","Charlottesville city",22.1
"VA","Chesapeake city",8.3
"VA","Colonial Heights city",9.4
"VA","Covington city",14.5
"VA","Danville city",23.5
"VA","Emporia city",20.5
"VA","Fairfax city",7.1
"VA","Falls Church city",3.5
"VA","Franklin city",19.2
"VA","Fredericksburg city",16.9
"VA","Galax city",19
"VA","Hampton city",13.8
"VA","Harrisonburg city",24.9
"VA","Hopewell city",19.3
"VA","Lexington city",22.9
"VA","Lynchburg city",16.8
"VA","Manassas city",7.4
"VA","Manassas Park city",6.3
"VA","Martinsville city",19.5
"VA","Newport News city",15.1
"VA","Norfolk city",19
"VA","Norton city",19.3
"VA","Petersburg city",21.6
"VA","Poquoson city",5.3
"VA","Portsmouth city",18.5
"VA","Radford city",30.5
"VA","Richmond city",19.2
"VA","Roanoke city",19.5
"VA","Salem city",9.4
"VA","Staunton city",11.3
"VA","Suffolk city",9.8
"VA","Virginia Beach city",7.3
"VA","Waynesboro city",12.3
"VA","Williamsburg city",18.2
